,y_coords,x_coords,mark
247,13,7,1
248,14,7,1
249,18,7,1
250,19,7,1
251,8,8,1
252,9,8,1
253,10,8,1
254,11,8,1
255,12,8,1
256,13,8,1
257,14,8,1
258,18,8,1
259,19,8,1
260,8,9,1
261,9,9,1
262,10,9,1
263,11,9,1
264,12,9,1
265,13,9,1
266,14,9,1
267,15,9,1
268,16,9,1
269,17,9,1
270,18,9,1
271,19,9,1
272,8,10,1
273,10,10,1
274,12,10,1
275,13,10,1
276,14,10,1
277,15,10,1
278,16,10,1
279,17,10,1
280,18,10,1
281,19,10,1
282,5,11,1
283,8,11,1
284,10,11,1
285,11,11,1
286,12,11,1
287,13,11,1
288,14,11,1
289,15,11,1
290,16,11,1
291,17,11,1
292,18,11,1
293,19,11,1
294,5,12,1
295,6,12,1
296,7,12,1
297,8,12,1
298,10,12,1
299,11,12,1
300,12,12,1
301,13,12,1
302,14,12,1
303,15,12,1
304,16,12,1
305,17,12,1
306,18,12,1
307,19,12,1
308,8,13,1
309,10,13,1
310,11,13,1
311,12,13,1
312,13,13,1
313,14,13,1
314,15,13,1
315,16,13,1
316,17,13,1
317,18,13,1
318,19,13,1
319,8,14,112
320,9,14,1
321,10,14,1
322,11,14,1
323,12,14,1
324,16,14,1
325,17,14,1
326,18,14,1
327,8,15,1
328,9,15,1
329,10,15,1
330,11,15,1
331,12,15,1
332,16,15,1
333,17,15,1
334,18,15,1
335,8,16,1
336,9,16,1
337,10,16,1
338,11,16,1
339,12,16,1
340,16,16,1
341,17,16,1
342,18,16,1
343,6,17,1
344,7,17,1
345,8,17,1
346,9,17,1
347,10,17,1
348,11,17,1
349,12,17,1
350,16,17,1
351,17,17,1
352,6,18,1
353,9,18,1
354,10,18,1
355,11,18,1
356,12,18,1
357,13,18,1
358,14,18,1
359,16,18,1
360,6,19,1
361,9,19,1
362,10,19,1
363,11,19,1
364,12,19,1
365,13,19,1
366,14,19,1
367,6,20,1
368,9,20,1
369,10,20,1
370,11,20,1
371,12,20,1
372,13,20,1
373,14,20,1
374,6,21,1
375,7,21,1
376,8,21,1
377,9,21,1
378,10,21,1
379,11,21,1
380,12,21,1
381,13,21,1
382,14,21,1
383,6,22,1
384,7,22,1
385,8,22,1
386,9,22,1
387,10,22,1
388,11,22,1
389,12,22,1
390,13,22,1
391,14,22,1
392,6,23,1
393,7,23,1
394,8,23,1
395,9,23,1
396,10,23,1
397,11,23,1
398,12,23,1
399,13,23,1
400,14,23,1
401,6,24,1
402,7,24,1
403,8,24,1
404,9,24,1
405,10,24,1
406,11,24,1
407,12,24,1
408,13,24,1
409,14,24,1
410,6,25,1
411,7,25,1
412,8,25,1
413,9,25,1
414,10,25,1
415,11,25,1
416,12,25,1
417,13,25,1
418,14,25,1
419,6,26,1
420,7,26,1
421,8,26,1
422,9,26,1
423,10,26,1
424,11,26,1
425,12,26,1
426,13,26,1
427,14,26,1
428,6,27,1
429,7,27,1
430,8,27,1
431,9,27,1
432,10,27,1
433,11,27,1
434,12,27,1
435,13,27,1
436,14,27,1
437,6,28,1
438,7,28,1
439,8,28,1
440,9,28,1
441,10,28,1
442,11,28,1
443,12,28,1
444,13,28,1
445,14,28,1
446,6,29,1
447,7,29,1
448,8,29,1
449,9,29,1
450,10,29,1
451,11,29,1
452,12,29,1
453,13,29,1
454,14,29,1
455,6,30,1
456,7,30,1
457,8,30,1
458,9,30,1
459,10,30,1
460,11,30,1
461,12,30,1
462,13,30,1
463,14,30,1
464,6,31,1
465,7,31,1
466,8,31,1
467,9,31,1
468,10,31,1
469,11,31,1
470,12,31,1
471,13,31,1
472,14,31,1
473,6,32,1
474,7,32,1
475,8,32,1
476,10,32,1
477,11,32,1
478,12,32,1
479,13,32,1
480,14,32,1
481,6,33,1
482,7,33,1
483,8,33,1
484,9,33,1
485,10,33,1
486,11,33,1
487,12,33,1
488,13,33,1
489,14,33,1
490,6,34,1
491,7,34,1
492,8,34,1
493,9,34,1
494,10,34,1
495,11,34,1
496,12,34,1
497,13,34,1
498,14,34,1
499,15,34,1
500,10,35,1
501,11,35,1
502,12,35,1
503,13,35,1
504,15,35,1
505,10,36,1
506,11,36,1
507,12,36,1
508,13,36,1
509,10,37,1
510,11,37,1
511,12,37,1
512,13,37,1
513,14,37,1
514,10,38,1
515,14,38,1
516,8,39,1
517,9,39,66
518,10,39,1
519,11,39,1
520,12,39,1
521,13,39,1
522,14,39,1
523,5,40,1
524,6,40,1
525,7,40,1
526,8,40,66
527,9,40,66
528,10,40,66
529,11,40,1
530,12,40,1
531,5,41,1
532,6,41,1
533,7,41,1
534,8,41,66
535,9,41,66
536,10,41,66
537,12,41,1
538,5,42,1
539,6,42,1
540,7,42,66
541,8,42,66
542,9,42,66
543,10,42,66
544,11,42,66
545,12,42,66
546,13,42,66
547,5,43,1
548,6,43,1
549,7,43,66
550,8,43,66
551,9,43,66
552,10,43,66
553,11,43,66
554,12,43,66
555,13,43,66
556,5,44,1
557,6,44,66
558,7,44,66
559,8,44,66
560,9,44,66
561,10,44,66
562,11,44,66
563,12,44,66
564,13,44,66
565,5,45,1
566,6,45,66
567,7,45,66
568,8,45,66
569,9,45,66
570,10,45,66
571,11,45,66
572,12,45,66
573,13,45,66
574,9,46,66
575,10,46,66
576,11,46,66
577,12,46,66
578,13,46,66
579,14,46,66
580,5,47,1
581,6,47,1
582,7,47,1
583,9,47,66
584,10,47,66
585,11,47,66
586,12,47,66
587,13,47,66
588,14,47,66
589,5,48,1
590,6,48,1
591,7,48,1
592,9,48,66
593,10,48,66
594,11,48,66
595,12,48,66
596,13,48,66
597,14,48,66
598,5,49,1
599,6,49,1
600,7,49,1
601,11,49,66
602,12,49,66
603,13,49,66
604,14,49,66
605,5,50,1
606,6,50,1
607,7,50,1
608,8,50,1
609,9,50,1
610,11,50,66
611,12,50,66
612,13,50,66
613,14,50,66
614,6,51,1
615,7,51,1
616,8,51,1
617,9,51,1
618,11,51,66
619,12,51,66
620,13,51,66
621,14,51,66
622,6,52,1
623,7,52,1
624,8,52,1
625,9,52,1
626,11,52,66
627,12,52,66
628,13,52,66
629,14,52,1
630,6,53,1
631,7,53,1
632,8,53,1
633,9,53,1
634,11,53,1
635,12,53,1
636,13,53,1
637,14,53,1
638,6,54,1
639,7,54,1
640,8,54,1
641,9,54,1
642,11,54,1
643,12,54,1
644,13,54,1
645,14,54,1
646,6,55,1
647,7,55,66
648,8,55,66
649,9,55,1
650,10,55,1
651,11,55,1
652,12,55,1
653,13,55,1
654,14,55,1
655,4,56,1
656,5,56,1
657,6,56,66
658,7,56,66
659,8,56,66
660,13,56,1
661,14,56,1
662,4,57,1
663,5,57,66
664,6,57,66
665,7,57,66
666,8,57,1
667,9,57,1
668,10,57,1
669,11,57,1
670,12,57,1
671,13,57,1
672,4,58,66
673,5,58,66
674,6,58,66
675,7,58,66
676,8,58,1
677,4,59,66
678,5,59,66
679,6,59,66
680,7,59,66
681,4,60,66
682,5,60,66
683,6,60,66
684,7,60,66
685,4,61,66
686,5,61,66
687,6,61,66
688,7,61,66
689,2,62,1
690,3,62,66
691,4,62,66
692,5,62,66
693,6,62,66
694,7,62,66
695,2,63,66
696,3,63,66
697,4,63,66
698,5,63,66
699,6,63,66
700,7,63,1
701,2,64,66
702,3,64,66
703,4,64,66
704,5,64,66
705,6,64,66
706,7,64,1
707,8,64,1
708,2,65,66
709,3,65,66
710,4,65,66
711,5,65,66
712,7,65,1
713,8,65,1
714,2,66,66
715,3,66,66
716,4,66,66
717,5,66,66
718,7,66,1
719,8,66,1
720,9,66,1
721,10,66,1
722,11,66,1
723,2,67,66
724,3,67,66
725,4,67,66
726,5,67,66
727,6,67,1
728,7,67,1
729,8,67,1
730,9,67,1
731,10,67,1
732,11,67,1
733,2,68,66
734,3,68,66
735,9,68,1
736,10,68,1
737,11,68,1
738,2,69,66
739,3,69,66
740,9,69,1
741,10,69,1
742,11,69,1
743,2,70,66
744,3,70,66
745,9,70,1
746,10,70,1
747,11,70,1
748,12,70,1
749,13,70,1
750,2,71,66
751,3,71,66
752,10,71,1
753,12,71,1
754,13,71,1
755,2,72,1
756,3,72,1
757,4,72,1
758,5,72,1
759,10,72,1
760,11,72,1
761,12,72,1
762,2,73,1
763,3,73,1
764,4,73,1
765,5,73,1
766,12,73,1
767,2,74,1
768,3,74,1
769,4,74,1
770,5,74,1
771,6,74,1
772,7,74,1
773,9,74,1
774,10,74,1
775,11,74,1
776,12,74,1
777,9,75,1
778,10,75,1
779,11,75,1
780,12,75,1
781,2,76,1
782,3,76,1
783,4,76,1
784,5,76,1
785,6,76,1
786,7,76,1
787,8,76,1
788,9,76,1
789,10,76,1
790,11,76,1
791,12,76,1
792,3,77,1
793,4,77,1
794,5,77,1
795,6,77,1
796,7,77,1
797,8,77,1
798,9,77,1
799,10,77,1
800,11,77,1
801,12,77,1
802,3,78,1
803,5,78,1
804,6,78,1
805,7,78,1
806,8,78,1
807,9,78,1
808,10,78,1
809,11,78,1
810,12,78,1
811,3,79,1
812,4,79,1
813,5,79,1
814,6,79,1
815,7,79,1
816,8,79,1
817,9,79,1
818,6,80,1
819,7,80,1
820,8,80,1
821,9,80,1
822,4,81,1
823,5,81,1
824,6,81,1
825,7,81,1
826,8,81,1
827,9,81,1
828,4,82,1
829,6,82,1
830,7,82,1
831,8,82,1
832,9,82,1
833,3,83,1
834,4,83,1
835,6,83,1
836,7,83,1
837,8,83,1
838,9,83,1
839,3,84,1
840,5,84,1
841,6,84,1
842,7,84,1
843,8,84,1
844,9,84,1
845,3,85,1
846,5,85,1
847,3,86,1
848,5,86,1
849,3,87,1
850,4,87,1
851,5,87,1
