,y_coords,x_coords,mark
171,24,23,1
172,25,23,1
173,32,23,1
174,33,23,1
175,34,23,1
176,36,23,1
177,38,23,1
178,39,23,1
179,23,24,1
180,24,24,1
181,25,24,1
182,32,24,1
183,33,24,1
184,34,24,1
185,36,24,1
186,38,24,1
187,39,24,1
188,23,25,1
189,24,25,1
190,25,25,1
191,31,25,1
192,32,25,112
193,33,25,1
194,34,25,1
195,36,25,1
196,38,25,1
197,39,25,1
198,17,26,1
199,19,26,1
200,20,26,1
201,21,26,1
202,22,26,1
203,23,26,1
204,24,26,1
205,25,26,1
206,32,26,1
207,33,26,1
208,34,26,1
209,36,26,1
210,38,26,1
211,39,26,1
212,17,27,1
213,19,27,1
214,20,27,1
215,21,27,1
216,22,27,1
217,23,27,1
218,24,27,1
219,25,27,1
220,32,27,1
221,33,27,1
222,34,27,1
223,36,27,1
224,38,27,1
225,39,27,1
226,17,28,1
227,18,28,1
228,19,28,1
229,20,28,1
230,21,28,1
231,22,28,1
232,23,28,1
233,24,28,1
234,25,28,1
235,32,28,1
236,33,28,1
237,36,28,1
238,38,28,1
239,39,28,1
240,17,29,1
241,18,29,1
242,19,29,1
243,20,29,1
244,21,29,1
245,22,29,1
246,23,29,1
247,24,29,1
248,25,29,1
249,26,29,1
250,27,29,1
251,28,29,1
252,29,29,1
253,30,29,1
254,31,29,1
255,32,29,1
256,33,29,1
257,34,29,1
258,17,30,1
259,19,30,1
260,20,30,1
261,21,30,1
262,22,30,1
263,23,30,1
264,24,30,1
265,25,30,1
266,26,30,1
267,27,30,1
268,28,30,1
269,29,30,1
270,30,30,1
271,31,30,1
272,32,30,1
273,33,30,1
274,34,30,1
275,35,30,1
276,17,31,1
277,19,31,1
278,20,31,1
279,21,31,1
280,22,31,1
281,30,31,1
282,32,31,1
283,34,31,1
284,35,31,1
285,17,32,1
286,21,32,1
287,22,32,1
288,32,32,1
289,34,32,1
290,35,32,1
291,20,33,1
292,21,33,1
293,22,33,1
294,32,33,1
295,35,33,1
296,20,34,1
297,21,34,1
298,22,34,1
299,32,34,1
300,34,34,1
301,35,34,1
302,20,35,1
303,21,35,1
304,22,35,1
305,32,35,1
306,34,35,1
307,35,35,1
308,20,36,1
309,21,36,1
310,22,36,1
311,32,36,1
312,33,36,1
313,34,36,1
314,35,36,1
315,20,37,1
316,21,37,1
317,22,37,1
318,32,37,1
319,34,37,1
320,35,37,1
321,20,38,1
322,21,38,1
323,22,38,1
324,32,38,1
325,35,38,1
326,20,39,1
327,21,39,1
328,22,39,1
329,32,39,1
330,34,39,1
331,35,39,1
332,20,40,1
333,21,40,1
334,22,40,1
335,32,40,1
336,34,40,1
337,20,41,1
338,21,41,1
339,22,41,1
340,32,41,1
341,34,41,1
342,35,41,1
343,20,42,1
344,21,42,1
345,22,42,1
346,30,42,1
347,31,42,1
348,32,42,1
349,35,42,1
350,20,43,1
351,21,43,1
352,22,43,1
353,23,43,1
354,24,43,1
355,25,43,1
356,26,43,1
357,27,43,1
358,28,43,1
359,29,43,1
360,30,43,1
361,31,43,1
362,32,43,1
363,33,43,1
364,34,43,1
365,35,43,1
366,20,44,1
367,21,44,1
368,22,44,1
369,23,44,1
370,24,44,1
371,25,44,1
372,26,44,1
373,27,44,1
374,28,44,1
375,29,44,1
376,30,44,1
377,31,44,1
378,32,44,1
379,33,44,1
380,34,44,1
381,35,44,1
382,20,45,1
383,21,45,1
384,22,45,1
385,23,45,1
386,24,45,1
387,20,46,1
388,21,46,1
389,22,46,1
390,23,46,1
391,20,47,1
392,21,47,1
393,22,47,1
394,23,47,1
395,20,48,1
396,21,48,1
397,22,48,1
398,20,49,1
399,21,49,1
400,22,49,1
401,20,50,1
402,21,50,1
403,22,50,1
404,20,51,1
405,21,51,1
406,22,51,1
407,21,52,1
408,21,53,1
409,19,54,1
410,21,54,1
411,19,55,1
412,21,55,1
413,18,56,1
414,19,56,1
415,21,56,1
416,23,56,1
417,19,57,1
418,21,57,1
419,23,57,1
420,19,58,1
421,21,58,1
422,23,58,1
423,19,59,1
424,21,59,1
425,23,59,1
426,19,60,1
427,21,60,1
428,23,60,1
429,19,61,1
430,21,61,1
431,23,61,1
432,19,62,1
433,21,62,1
434,23,62,1
435,19,63,1
436,21,63,1
437,23,63,1
438,24,63,1
439,25,63,1
440,26,63,1
441,19,64,1
442,21,64,1
443,23,64,1
444,24,64,1
445,25,64,1
446,26,64,1
447,19,65,1
448,21,65,1
449,23,65,1
450,24,65,1
451,18,66,1
452,19,66,1
453,21,66,1
454,23,66,1
455,24,66,1
456,20,67,1
457,21,67,1
458,22,67,1
459,23,67,1
460,24,67,1
461,20,68,66
462,21,68,66
463,22,68,1
464,23,68,1
465,24,68,1
466,20,69,66
467,21,69,66
468,22,69,1
469,23,69,1
470,24,69,1
471,20,70,66
472,21,70,66
473,22,70,1
474,23,70,1
475,24,70,1
476,20,71,66
477,21,71,66
478,22,71,1
479,23,71,1
480,24,71,1
481,20,72,66
482,21,72,66
483,22,72,1
484,23,72,1
485,24,72,1
486,20,73,66
487,21,73,66
488,22,73,1
489,23,73,1
490,24,73,1
491,20,74,1
492,21,74,1
493,22,74,1
494,23,74,1
495,24,74,1
496,20,75,1
497,21,75,1
498,22,75,1
499,23,75,1
500,24,75,1
501,20,76,1
502,21,76,1
503,22,76,1
504,23,76,1
505,24,76,1
506,20,77,1
507,21,77,1
508,22,77,1
509,23,77,1
510,24,77,1
511,20,78,1
512,21,78,1
513,22,78,1
514,23,78,1
515,24,78,1
516,20,79,1
517,21,79,1
518,23,79,1
519,24,79,1
