,y_coords,x_coords,mark
226,-4,10,66
227,-3,10,66
228,-2,10,1
229,-1,10,1
230,0,10,1
231,5,10,1
232,6,10,1
233,7,10,1
234,8,10,1
235,9,10,1
236,11,10,1
237,15,10,1
238,-9,11,66
239,-8,11,66
240,-7,11,66
241,4,11,1
242,5,11,1
243,6,11,1
244,7,11,1
245,8,11,1
246,9,11,1
247,10,11,1
248,11,11,1
249,15,11,1
250,-8,12,66
251,-7,12,66
252,4,12,1
253,5,12,1
254,6,12,1
255,7,12,1
256,8,12,1
257,9,12,1
258,10,12,1
259,11,12,1
260,15,12,1
261,4,13,1
262,5,13,1
263,6,13,1
264,7,13,1
265,8,13,1
266,9,13,1
267,10,13,1
268,11,13,1
269,12,13,1
270,13,13,1
271,14,13,1
272,15,13,1
273,4,14,1
274,5,14,1
275,7,14,1
276,8,14,1
277,9,14,1
278,10,14,1
279,11,14,1
280,12,14,1
281,13,14,1
282,14,14,1
283,15,14,1
284,16,14,1
285,4,15,1
286,5,15,1
287,6,15,1
288,7,15,1
289,8,15,1
290,9,15,1
291,10,15,1
292,11,15,1
293,12,15,1
294,13,15,1
295,14,15,1
296,15,15,1
297,16,15,1
298,4,16,112
299,5,16,1
300,6,16,1
301,7,16,1
302,8,16,1
303,9,16,1
304,10,16,1
305,12,16,1
306,16,16,1
307,17,16,1
308,4,17,1
309,5,17,1
310,6,17,1
311,7,17,1
312,8,17,1
313,9,17,1
314,10,17,1
315,12,17,1
316,16,17,1
317,17,17,1
318,4,18,1
319,5,18,1
320,6,18,1
321,7,18,1
322,8,18,1
323,9,18,1
324,10,18,1
325,12,18,1
326,16,18,1
327,17,18,1
328,5,19,1
329,6,19,1
330,7,19,1
331,8,19,1
332,9,19,1
333,10,19,1
334,11,19,1
335,12,19,1
336,16,19,1
337,17,19,1
