,y_coords,x_coords,mark
203,272,100,4
204,273,100,4
205,275,100,4
206,276,100,4
207,277,100,4
208,278,100,4
209,279,100,4
210,296,100,4
211,297,100,4
212,298,100,4
213,299,100,4
214,300,100,4
215,301,100,4
216,302,100,4
217,303,100,4
218,304,100,4
219,305,100,4
220,306,100,4
221,307,100,4
222,308,100,4
223,309,100,4
224,310,100,4
225,267,101,4
226,268,101,4
227,269,101,4
228,270,101,4
229,271,101,4
230,272,101,4
231,273,101,4
232,274,101,4
233,275,101,4
234,276,101,4
235,277,101,4
236,278,101,4
237,279,101,4
238,296,101,4
239,297,101,4
240,298,101,4
241,304,101,4
242,305,101,4
243,310,101,4
244,236,102,4
245,237,102,4
246,238,102,4
247,239,102,4
248,240,102,4
249,267,102,4
250,268,102,4
251,269,102,4
252,270,102,4
253,271,102,4
254,272,102,4
255,273,102,4
256,274,102,4
257,275,102,4
258,276,102,4
259,277,102,4
260,278,102,4
261,279,102,4
262,282,102,4
263,296,102,4
264,297,102,4
265,298,102,4
266,299,102,4
267,300,102,4
268,301,102,4
269,302,102,4
270,303,102,4
271,304,102,4
272,305,102,4
273,309,102,4
274,310,102,4
275,236,103,4
276,237,103,4
277,267,103,4
278,268,103,4
279,269,103,4
280,277,103,4
281,278,103,4
282,282,103,4
283,296,103,4
284,297,103,4
285,298,103,4
286,299,103,4
287,300,103,4
288,301,103,4
289,302,103,4
290,303,103,4
291,304,103,4
292,305,103,4
293,307,103,4
294,308,103,4
295,309,103,4
296,310,103,4
297,233,104,4
298,234,104,4
299,235,104,4
300,236,104,4
301,237,104,4
302,238,104,4
303,240,104,4
304,258,104,4
305,259,104,4
306,260,104,4
307,261,104,4
308,262,104,4
309,263,104,4
310,267,104,4
311,268,104,4
312,269,104,4
313,277,104,4
314,278,104,4
315,279,104,4
316,280,104,4
317,281,104,4
318,282,104,4
319,296,104,4
320,297,104,4
321,298,104,4
322,299,104,4
323,300,104,4
324,301,104,4
325,302,104,4
326,303,104,4
327,304,104,4
328,305,104,4
329,307,104,4
330,308,104,4
331,309,104,4
332,310,104,4
333,233,105,4
334,234,105,4
335,236,105,4
336,237,105,4
337,238,105,4
338,240,105,4
339,259,105,3
340,260,105,3
341,261,105,3
342,262,105,3
343,263,105,4
344,264,105,4
345,265,105,4
346,266,105,4
347,267,105,4
348,268,105,4
349,269,105,4
350,270,105,4
351,277,105,4
352,278,105,4
353,279,105,4
354,280,105,4
355,281,105,4
356,282,105,4
357,296,105,4
358,297,105,4
359,304,105,4
360,305,105,4
361,307,105,4
362,310,105,4
363,233,106,4
364,234,106,4
365,235,106,4
366,236,106,4
367,237,106,4
368,240,106,4
369,259,106,3
370,260,106,4
371,261,106,4
372,262,106,4
373,263,106,4
374,264,106,4
375,265,106,4
376,266,106,4
377,267,106,4
378,268,106,4
379,269,106,4
380,270,106,4
381,277,106,4
382,278,106,4
383,279,106,4
384,280,106,4
385,281,106,4
386,282,106,4
387,296,106,4
388,297,106,4
389,298,106,4
390,305,106,4
391,307,106,4
392,310,106,4
393,231,107,4
394,232,107,4
395,233,107,4
396,234,107,4
397,235,107,4
398,236,107,4
399,237,107,4
400,240,107,4
401,259,107,3
402,260,107,4
403,261,107,4
404,262,107,4
405,280,107,4
406,281,107,4
407,282,107,4
408,295,107,4
409,296,107,4
410,297,107,4
411,298,107,4
412,305,107,4
413,307,107,4
414,308,107,4
415,309,107,4
416,310,107,4
417,233,108,4
418,235,108,4
419,236,108,4
420,237,108,4
421,238,108,4
422,240,108,4
423,259,108,3
424,280,108,4
425,281,108,4
426,282,108,4
427,295,108,4
428,296,108,4
429,297,108,4
430,298,108,4
431,304,108,4
432,305,108,112
433,306,108,4
434,307,108,4
435,310,108,4
436,311,108,4
437,233,109,4
438,234,109,4
439,235,109,4
440,236,109,4
441,237,109,4
442,240,109,4
443,259,109,3
444,280,109,4
445,281,109,4
446,294,109,4
447,295,109,4
448,296,109,4
449,297,109,4
450,298,109,4
451,305,109,4
452,306,109,4
453,307,109,4
454,311,109,4
455,232,110,4
456,233,110,4
457,234,110,4
458,235,110,4
459,236,110,4
460,238,110,4
461,240,110,4
462,252,110,4
463,253,110,4
464,254,110,4
465,255,110,4
466,259,110,3
467,280,110,4
468,281,110,4
469,294,110,4
470,295,110,4
471,296,110,4
472,298,110,4
473,305,110,4
474,306,110,4
475,307,110,4
476,311,110,4
477,227,111,4
478,228,111,4
479,229,111,4
480,230,111,4
481,231,111,4
482,232,111,4
483,233,111,4
484,234,111,4
485,235,111,4
486,236,111,4
487,237,111,4
488,238,111,4
489,239,111,4
490,240,111,4
491,241,111,4
492,242,111,4
493,243,111,4
494,244,111,4
495,245,111,4
496,246,111,4
497,247,111,4
498,248,111,4
499,249,111,4
500,250,111,4
501,251,111,4
502,252,111,4
503,253,111,4
504,254,111,4
505,255,111,4
506,259,111,3
507,280,111,4
508,281,111,4
509,294,111,4
510,295,111,4
511,296,111,4
512,298,111,4
513,304,111,4
514,305,111,4
515,306,111,4
516,311,111,4
517,236,112,4
518,237,112,4
519,238,112,4
520,239,112,4
521,240,112,4
522,241,112,4
523,242,112,4
524,243,112,4
525,244,112,4
526,245,112,4
527,246,112,4
528,247,112,4
529,248,112,4
530,249,112,4
531,250,112,4
532,251,112,4
533,252,112,4
534,253,112,4
535,254,112,4
536,255,112,4
537,259,112,3
538,280,112,4
539,281,112,4
540,282,112,4
541,294,112,4
542,295,112,4
543,296,112,4
544,298,112,4
545,301,112,4
546,302,112,4
547,303,112,4
548,304,112,4
549,306,112,4
550,307,112,4
551,311,112,4
552,236,113,4
553,237,113,4
554,238,113,4
555,239,113,4
556,240,113,4
557,241,113,4
558,242,113,4
559,243,113,4
560,244,113,4
561,245,113,4
562,246,113,4
563,247,113,4
564,248,113,4
565,249,113,4
566,250,113,4
567,252,113,4
568,253,113,4
569,254,113,4
570,255,113,4
571,259,113,3
572,280,113,4
573,281,113,4
574,282,113,4
575,283,113,4
576,284,113,4
577,285,113,4
578,286,113,4
579,287,113,4
580,290,113,4
581,291,113,4
582,292,113,4
583,293,113,4
584,294,113,4
585,295,113,4
586,296,113,4
587,298,113,4
588,301,113,4
589,304,113,4
590,305,113,4
591,306,113,4
592,307,113,4
593,311,113,4
594,238,114,4
595,251,114,4
596,252,114,4
597,253,114,4
598,254,114,4
599,255,114,4
600,256,114,4
601,257,114,4
602,259,114,3
603,280,114,4
604,281,114,4
605,285,114,4
606,287,114,4
607,290,114,4
608,291,114,4
609,292,114,4
610,293,114,4
611,294,114,4
612,295,114,4
613,296,114,4
614,297,114,4
615,298,114,4
616,301,114,4
617,302,114,4
618,303,114,4
619,304,114,4
620,305,114,4
621,306,114,4
622,307,114,4
623,311,114,4
624,238,115,4
625,251,115,4
626,252,115,4
627,253,115,4
628,254,115,4
629,255,115,4
630,256,115,4
631,257,115,4
632,258,115,4
633,259,115,3
634,260,115,4
635,280,115,4
636,281,115,4
637,282,115,4
638,283,115,4
639,284,115,4
640,285,115,4
641,286,115,4
642,287,115,4
643,288,115,4
644,289,115,4
645,290,115,4
646,291,115,4
647,292,115,4
648,293,115,4
649,294,115,4
650,295,115,4
651,297,115,4
652,298,115,4
653,301,115,4
654,302,115,4
655,303,115,4
656,304,115,4
657,305,115,4
658,306,115,4
659,307,115,4
660,308,115,4
661,311,115,4
662,238,116,4
663,252,116,4
664,253,116,4
665,254,116,4
666,255,116,4
667,256,116,4
668,257,116,4
669,258,116,4
670,259,116,4
671,260,116,4
672,261,116,4
673,262,116,4
674,263,116,4
675,280,116,4
676,281,116,4
677,282,116,4
678,283,116,4
679,284,116,4
680,285,116,4
681,286,116,4
682,287,116,4
683,288,116,4
684,289,116,4
685,290,116,4
686,291,116,4
687,292,116,4
688,293,116,4
689,294,116,4
690,295,116,4
691,296,116,4
692,308,116,4
693,311,116,4
694,253,117,4
695,254,117,4
696,255,117,4
697,256,117,4
698,257,117,4
699,258,117,4
700,259,117,4
701,261,117,4
702,262,117,4
703,263,117,4
704,280,117,4
705,281,117,4
706,285,117,4
707,287,117,4
708,289,117,4
709,292,117,4
710,293,117,4
711,296,117,4
712,308,117,4
713,311,117,4
714,255,118,4
715,257,118,4
716,259,118,4
717,261,118,4
718,280,118,4
719,281,118,4
720,282,118,4
721,283,118,4
722,284,118,4
723,285,118,4
724,286,118,4
725,287,118,4
726,288,118,4
727,289,118,4
728,290,118,4
729,292,118,4
730,293,118,4
731,296,118,4
732,308,118,4
733,311,118,4
734,255,119,4
735,257,119,4
736,261,119,4
737,281,119,4
738,287,119,4
739,288,119,4
740,289,119,4
741,290,119,4
742,291,119,4
743,292,119,4
744,293,119,4
745,294,119,4
746,295,119,4
747,296,119,4
748,308,119,4
749,309,119,4
750,310,119,4
751,311,119,4
752,257,120,4
753,281,120,4
754,287,120,4
755,256,121,4
756,257,121,4
757,259,121,4
758,260,121,4
759,261,121,4
760,281,121,4
761,282,121,4
762,283,121,4
763,284,121,4
764,285,121,4
765,286,121,4
766,287,121,4
